name,address,city,state,zip_code,county,license_number,phone,email,provider_type_raw,type,ages_served_raw,age_min_months,age_max_months,age_range_min,age_range_max,capacity,slug,source,source_url,source_as_of_date,is_verified_by_gov,is_profile_public,lat,lng,geocode_status
Heavenly Start Academy,154 Front Street,Secaucus,NJ,07094,Hudson,CCC114966,+12013754688,heavenlystartacademy@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,21.0,heavenly-start-academy-secaucus-nj-fc3da2,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Early Beginnings II,109 Christopher Columbus Drive,Jersey City,NJ,07302,Hudson,CCC114422,+12013473829,earlybeginningsdayschool@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,54.0,early-beginnings-ii-jersey-city-nj-926fd1,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Greater Bergen Community Action at Curries Woods,65-67 Ruby Brown Terrace,Jersey City,NJ,07305,Hudson,CCC114201,+12018841050,aitza.gutierrez@greaterbergen.org,Child Care Center,daycare,0 - 6 years,0,72,0,72,75.0,greater-bergen-community-action-at-curries-woods-jersey-city-nj-481907,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
All Season Childcare Center #3,603-605 Harrison Ave,Harrison,NJ,07029,Hudson,CCC113986,+19734832273,jenny@asccllc.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,54.0,all-season-childcare-center-3-harrison-nj-c62e61,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Ivy Primary Prep,675 Monmouth Street,Jersey City,NJ,07310,Hudson,CCC113979,+19175670561,mary@ivyprimaryprep.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,60.0,ivy-primary-prep-jersey-city-nj-7cdfbb,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
TheyCare Academy Corp,342 Montgomery Street,Jersey City,NJ,07302,Hudson,190200154,+12017449696,theycareacademy@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,20.0,theycare-academy-corp-jersey-city-nj-9564a2,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Growing and Learning Academy,21 Davis Avenue,Kearny,NJ,07032,Hudson,190100090,+12014289386,growingandlearningacademy@gmail.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,27.0,growing-and-learning-academy-kearny-nj-5c1b99,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Kiddie Corner Daycare Center,392 Broadway,Bayonne,NJ,07002,Hudson,190100018,+12018397056,kiddiecornerdaycarecenter@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,35.0,kiddie-corner-daycare-center-bayonne-nj-954f1b,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
The Brunswick School,474 Warren Street,Jersey City,NJ,07302,Hudson,181200165,+12014201555,vanessasaraiva@thebrunswickschool.com,Child Care Center,daycare,0 - 6 years,0,72,0,72,359.0,the-brunswick-school-jersey-city-nj-441377,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Greater Bergen Community Action at Marion Gardens,57 Dales Avenue,Jersey City,NJ,07306,Hudson,181000046,+12016336770,aitza.gutierrez@greaterbergen.org,Child Care Center,daycare,0 - 6 years,0,72,0,72,36.0,greater-bergen-community-action-at-marion-gardens-jersey-city-nj-12bfef,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Lion's Kinder & Gym,259 Avenue E,Bayonne,NJ,07002,Hudson,181000031,+15512143406,lionskindergym@gmail.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,60.0,lion-s-kinder-gym-bayonne-nj-294260,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Little Friends II,744B Kearny Avenue,Kearny,NJ,07032,Hudson,180800190,+12017724043,littlefriends650@gmail.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,50.0,little-friends-ii-kearny-nj-680258,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Home Away IV Child Care Center,100 Manhattan Avenue,Union City,NJ,07087,Hudson,180700130,+12012324281,marcos_cathy@yahoo.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,97.0,home-away-iv-child-care-center-union-city-nj-902728,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
First Steps to Success,7426 4Th Avenue,North Bergen,NJ,07047,Hudson,180700088,+12015438243,rrobledo@fstslearning.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,36.0,first-steps-to-success-north-bergen-nj-5055a9,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
"Sweet Dreams Academy for Children, Inc",661 Montgomery Street,Jersey City,NJ,07302,Hudson,180600249,+12014333008,info@sweetdreamsacademy.com,Child Care Center,daycare,0 - 6 years,0,72,0,72,77.0,sweet-dreams-academy-for-children-inc-jersey-city-nj-a47bde,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Lightbridge Academy of Hoboken-Marshall,100 Marshall St,Hoboken,NJ,07030,Hudson,180600023,+12014209100,sshah@lightbridgeacademy.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,148.0,lightbridge-academy-of-hoboken-marshall-hoboken-nj-5f3917,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
New City Kids - Lafayette,264 Van Horne Street,Jersey City,NJ,07304,Hudson,180600021,+12018928027,jensine@newcitykids.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,133.0,new-city-kids-lafayette-jersey-city-nj-7011c6,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Union City Early Childhood Center at Eugenio Maria De Hostos,2200 Kennedy Boulevard,Union City,NJ,07087,Hudson,171200027,+12012712310,abirne@ucboe.us,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,120.0,union-city-early-childhood-center-at-eugenio-maria-de-hostos-union-city-nj-e28f0b,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Learning Ladders NJ Inc,160 Morgan Street,Jersey City,NJ,07302,Hudson,171100161,+12019186334,swati@learningladdersnj.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,105.0,learning-ladders-nj-inc-jersey-city-nj-efaf7e,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Beloved Community Charter School Inc,508 Grand Street,Jersey City,NJ,07302,Hudson,171100141,+12016304700,ttorres@belovedccs.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,190.0,beloved-community-charter-school-inc-jersey-city-nj-b4883b,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Jersey City Community Charter School,128 Danforth Avenue,Jersey City,NJ,07305,Hudson,171000286,+12014332288,awilliams@jcccsonline.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,115.0,jersey-city-community-charter-school-jersey-city-nj-79c51c,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Smiling Faces Learning Center Inc.,3300 New York Ave,Union City,NJ,07087,Hudson,171000167,+12019274255,hershturner@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,106.0,smiling-faces-learning-center-inc-union-city-nj-84f380,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Dr Lena Edwards Academic Charter School,509 Bramhall Avenue,Jersey City,NJ,07304,Hudson,171000052,+12014335300,santon@drlenaedwardscharterschool.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,180.0,dr-lena-edwards-academic-charter-school-jersey-city-nj-6a2c83,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Little Lamb Preschool,100 E 22Nd St,Bayonne,NJ,07002,Hudson,171000050,+12014376244,llpsd100@gmail.com,Child Care Center,daycare,0 - 6 years,0,72,0,72,104.0,little-lamb-preschool-bayonne-nj-11c6b7,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Sacred Heart School,183 Bayview Avenue,Jersey City,NJ,07305,Hudson,170900200,+12013327111,sfsalemi@sacredheartjc.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,79.0,sacred-heart-school-jersey-city-nj-702b69,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Alghazaly School Inc,17 Park Street,Jersey City,NJ,07304,Hudson,170900199,+12014335002,alghazalyschoolincjc@gmail.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,88.0,alghazaly-school-inc-jersey-city-nj-2f0b36,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Beacon Christian Academy,30 Prospect Avenue,Bayonne,NJ,07002,Hudson,170900195,+12014375056,sisdonnak@aol.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,130.0,beacon-christian-academy-bayonne-nj-23614c,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Little Linguists,739 Bloomfield St,Hoboken,NJ,07030,Hudson,170900147,+12012530521,info@llhoboken.com,Child Care Center,daycare,0 - 6 years,0,72,0,72,21.0,little-linguists-hoboken-nj-662e44,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Blended Future,7200 Broadway,North Bergen,NJ,07047,Hudson,170800216,+12018381741,blended.future@gmail.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,30.0,blended-future-north-bergen-nj-503f50,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Mosdos of Greenville Day Care,925 West Side Ave,Jersey City,NJ,07306,Hudson,170800048,+12013505225,moshe@mosdosog.org,Child Care Center,daycare,0 - 13 years,0,156,0,156,126.0,mosdos-of-greenville-day-care-jersey-city-nj-83d9b1,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #26,164 Laidlaw Avenue,Jersey City,NJ,07306,Hudson,170600204,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,144.0,c-a-s-p-e-r-program-p-s-26-jersey-city-nj-094166,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Park View Academy,33 Park View Avenue,Jersey City,NJ,07302,Hudson,170600199,+12014995775,office@parkviewacademyjc.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,57.0,park-view-academy-jersey-city-nj-e664bd,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Harrison Newark Montessori School,777 South 3Rd Street,Harrison,NJ,07029,Hudson,170600118,+18623003999,harrison@cresthillacademy.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,64.0,harrison-newark-montessori-school-harrison-nj-e96130,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Miftaahul Uloom Center,501 15Th Street,Union City,NJ,07087,Hudson,170600004,+12012239920,principal@muanj.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,120.0,miftaahul-uloom-center-union-city-nj-bfc049,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
All Season Child Care Center 2,313 - 315 Frank E Rodgers Boulevard North,Harrison,NJ,07029,Hudson,170400098,+19734832273,jenny@asccllc.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,57.0,all-season-child-care-center-2-harrison-nj-14fc33,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Right at School at Washington School,80 Belgrove Drive,Kearny,NJ,07032,Hudson,170300228,+12017246152,valerie.rana@rightatschool.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,120.0,right-at-school-at-washington-school-kearny-nj-f8d8c4,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Right at School at Schuyler School,644 Forest St,Kearny,NJ,07032,Hudson,170300227,+12017246152,valerie.rana@rightatschool.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,120.0,right-at-school-at-schuyler-school-kearny-nj-b777a9,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Right at School at Roosevelt School,733 Kearny Ave,Kearny,NJ,07032,Hudson,170300226,+12017246152,valerie.rana@rightatschool.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,134.0,right-at-school-at-roosevelt-school-kearny-nj-17f327,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Right At School At Garfield School,360 Belgrove Drive,Kearny,NJ,07032,Hudson,170300225,+12017246152,valerie.rana@rightatschool.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,168.0,right-at-school-at-garfield-school-kearny-nj-6a2d92,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Right at School At Franklin School,100 Davis Ave,Kearny,NJ,07032,Hudson,170300224,+16092891556,tara.ghee@rightatschool.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,120.0,right-at-school-at-franklin-school-kearny-nj-b1a585,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Hudson Sprouts,769 Montgomery St,Jersey City,NJ,07306,Hudson,170300115,+12019186924,hudsonsproutsacademy@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,99.0,hudson-sprouts-jersey-city-nj-ee3a6a,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
New Dreams Child Daycare Center,534 West Side Ave,Jersey City,NJ,07304,Hudson,170200163,+12015362211,newdream1219@yahoo.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,30.0,new-dreams-child-daycare-center-jersey-city-nj-19645a,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #41,59 Wilkinson Avenue,Jersey City,NJ,07305,Hudson,170100178,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,60.0,c-a-s-p-e-r-program-p-s-41-jersey-city-nj-201e4f,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #39,214 Plainfield Avenue,Jersey City,NJ,07306,Hudson,170100177,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,60.0,c-a-s-p-e-r-program-p-s-39-jersey-city-nj-472417,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #38,339 Stegman Parkway,Jersey City,NJ,07305,Hudson,170100176,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,100.0,c-a-s-p-e-r-program-p-s-38-jersey-city-nj-b64387,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #37,158 Erie Street,Jersey City,NJ,07302,Hudson,170100175,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,451.0,c-a-s-p-e-r-program-p-s-37-jersey-city-nj-84ccc6,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #34,1830 Kennedy Blvd,Jersey City,NJ,07305,Hudson,170100174,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,60.0,c-a-s-p-e-r-program-p-s-34-jersey-city-nj-ef2172,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #33,362 Union Street,Jersey City,NJ,07304,Hudson,170100173,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,100.0,c-a-s-p-e-r-program-p-s-33-jersey-city-nj-04ee4f,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #30,171 Seaview Avenue,Jersey City,NJ,07305,Hudson,170100171,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,100.0,c-a-s-p-e-r-program-p-s-30-jersey-city-nj-448d19,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #29,123 Claremont Avenue,Jersey City,NJ,07305,Hudson,170100170,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,60.0,c-a-s-p-e-r-program-p-s-29-jersey-city-nj-aa6079,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #28,167 Hancock Avenue,Jersey City,NJ,07307,Hudson,170100169,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,161.0,c-a-s-p-e-r-program-p-s-28-jersey-city-nj-21ddbf,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #27,201 North Street,Jersey City,NJ,07307,Hudson,170100168,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,130.0,c-a-s-p-e-r-program-p-s-27-jersey-city-nj-4a9a35,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #25,3385 John F. Kennedy Blvd,Jersey City,NJ,07307,Hudson,170100167,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,150.0,c-a-s-p-e-r-program-p-s-25-jersey-city-nj-221f24,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R. Program-P.S. #24,220 Virginia Avenue,Jersey City,NJ,07304,Hudson,170100165,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,60.0,c-a-s-p-e-r-program-p-s-24-jersey-city-nj-e6c3a6,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #23,143 Romaine Avenue,Jersey City,NJ,07306,Hudson,170100164,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,100.0,c-a-s-p-e-r-program-p-s-23-jersey-city-nj-1ef60b,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #22,264 Van Horne Street,Jersey City,NJ,07304,Hudson,170100163,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,147.0,c-a-s-p-e-r-program-p-s-22-jersey-city-nj-d286f4,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #20,239 Ocean Avenue,Jersey City,NJ,07305,Hudson,170100161,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,180.0,c-a-s-p-e-r-program-p-s-20-jersey-city-nj-c17342,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #17,600 Bergen Avenue,Jersey City,NJ,07304,Hudson,170100160,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,100.0,c-a-s-p-e-r-program-p-s-17-jersey-city-nj-5fd6cd,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R. Program-P.S. #16,96 Sussex Street,Jersey City,NJ,07302,Hudson,170100159,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,602.0,c-a-s-p-e-r-program-p-s-16-jersey-city-nj-9fb7b5,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #15,135 Stegman Street,Jersey City,NJ,07305,Hudson,170100158,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,60.0,c-a-s-p-e-r-program-p-s-15-jersey-city-nj-c8a67f,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #14,153 Union Street,Jersey City,NJ,07304,Hudson,170100157,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,60.0,c-a-s-p-e-r-program-p-s-14-jersey-city-nj-080462,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #12,91 Astor Place,Jersey City,NJ,07304,Hudson,170100156,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,60.0,c-a-s-p-e-r-program-p-s-12-jersey-city-nj-9304d8,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #11,886 Bergen Avenue,Jersey City,NJ,07306,Hudson,170100155,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,208.0,c-a-s-p-e-r-program-p-s-11-jersey-city-nj-70fb2e,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #8,96 Franklin Street,Jersey City,NJ,07307,Hudson,170100154,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,123.0,c-a-s-p-e-r-program-p-s-8-jersey-city-nj-9f4c31,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #6,100 St. Paul'S Avenue,Jersey City,NJ,07306,Hudson,170100152,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,247.0,c-a-s-p-e-r-program-p-s-6-jersey-city-nj-39090b,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
C.A.S.P.E.R Program-P.S. #5,182 Merseles Street,Jersey City,NJ,07302,Hudson,170100151,+12013151080,lmedina1@jcboe.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,250.0,c-a-s-p-e-r-program-p-s-5-jersey-city-nj-5f51b6,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Adventures in Learning Daycare,2 Montgomery Street,Jersey City,NJ,07302,Hudson,161200149,+12014330211,adventuresinlearning1@verizon.net,Child Care Center,daycare,0 - 13 years,0,156,0,156,112.0,adventures-in-learning-daycare-jersey-city-nj-e75a5c,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
The Little Steppers Learning Center,429 Martin Luther King Drive,Jersey City,NJ,07305,Hudson,161100193,+12013600287,mzgonzalez88@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,28.0,the-little-steppers-learning-center-jersey-city-nj-f9f046,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
