county,license_id,provider_type,provider_name,address,city,zip,phone,email,ages_served,capacity
Middlesex,12LIT0006,Child Care Center,Rise N Shine Montessori,687 New Dover Rd,Edison,08820,(908) 294-7901,amansuri@yahoo.com,2 1/2 - 13 years,28.0
Middlesex,12LIN0002,Child Care Center,Lincoln Elementary School - ABC,53 Brookville Road,Edison,08817,(732) 248-7485,cdale@edisonnj.gov,6 - 13 years,70.0
Middlesex,12LIN0001,Child Care Center,Lindeneau Elementary School - ABC,50 Blossom Street,Edison,08817,(732) 248-7310,cdale@edisonnj.gov,6 - 13 years,60.0
Middlesex,12LEA0003,Child Care Center,"The Learning Junction, Inc.",454 Port Reading Ave,Port Reading,07064,(732) 750-5002,learningjunction22@gmail.com,0 - 6 years,57.0
"Provider 
County",License Number,Provider Type,Provider Name,Provider Address 1,Provider City,"Provider Zip 
Code","Provider Phone 
Number",Provider Email Address,Ages Served,
Middlesex,12LEA0001,Child Care Center,Little Harvard,993 Green Street,Iselin,08830,(732) 283-4746,littleharvard.iselin@gmail.com,2 1/2 - 13 years,42.0
Middlesex,12LAK0001,Child Care Center,Lake Nelson Early Learning Center,555 South Randolphville Road,Piscataway,08854,(732) 562-8616,lnsdaycare@lakenelsonadventistacademy.org,2 1/2 - 13 years,48.0
Middlesex,12KIN0006,Child Care Center,Kinder Kastle Child Care Learning Center,544 Old Bridge Tpke Rd,South River,08882,(732) 651-0002,southriverkk@kinderkastle.com,0 - 13 years,180.0
Middlesex,12KIN0005,Child Care Center,Kinder Kastle,740 Middlesex Ave,Metuchen,08840,(732) 321-5558,metuchen@kinderkastle.com,0 - 13 years,180.0
Middlesex,12KIN0004,Child Care Center,Kinder College,1110 Centennial Ave,Piscataway,08854,(732) 981-0070,kindercollege@gmail.com,0 - 13 years,120.0
Middlesex,12KIN0003,Child Care Center,KinderCare Learning Center,83 Ferry Rd,Old Bridge,08857,(732) 360-0155,kkaufmann@kindercare.com,0 - 13 years,150.0
Middlesex,12KIN0001,Child Care Center,Kindercare Learning Center at Piscataway,659 Hoes Lane West,Piscataway,08854,(732) 699-1017,catherine.natarelli@kindercare.com,0 - 13 years,128.0
Middlesex,12KID0012,Child Care Center,Kidzland Child Care Center,777 Washington Rd,Parlin,08859,(732) 613-0034,kidzlandprek@gmail.com,2 1/2 - 13 years,43.0
Middlesex,12KID0010,Child Care Center,"Kiddie Kingdom Child Care & Learning Center, Inc.",2190 Route 130 North,North Brunswick,08902,(732) 398-8898,kiddie.kingdom@aol.com,0 - 13 years,90.0
Middlesex,12KID0008,Child Care Center,Kids Count Child Center,1308 Englishtown Rd,Old Bridge,08857,(732) 723-9416,kaitlyn.flannery@inspirededucation.net,0 - 13 years,104.0
Middlesex,12KID0002,Child Care Center,Kidsports Family Fun & Fitness Center,585 Main street,Woodbridge,07095,(732) 634-5000,veronica.velazquez@twp.woodbridge.nj.us,2 1/2 - 13 years,170.0
Middlesex,12KEN0001,Child Care Center,Ken Shirk Child Care Center,445 Old Post Road,Edison,08817,(732) 287-1131,sequoia.richardson@ymcaofmewsa.org,0 - 13 years,86.0
Middlesex,12KEI0001,Child Care Center,Keith Wold Johnson Child Care Center,2050 OaK Tree Road,Edison,08820,(732) 379-5101,anitha.subramanian@hmhn.org,0 - 13 years,366.0
Middlesex,12JUS0001,Child Care Center,Just Us Children,419 North Avenue,Dunellen,08812,(732) 926-8300,info@justuschildren.com,0 - 13 years,60.0
Middlesex,12JOH0004,Child Care Center,John Adams Middle School-Y.A.P.,1081 New Dover Rd,Edison,08820,(732) 248-7310,cdale@edisonnj.org,6 - 13 years,30.0
Middlesex,12JOH0003,Child Care Center,John Marshall Elementary School - ABC,15 Cornell Street,Edison,08817,(732) 248-7309,cdale@edisonnj.gov,6 - 13 years,50.0
Middlesex,12JOH0002,Child Care Center,Johnson & Johnson Child Development Center,1 Johnson & Johnson Plaza,New Brunswick,08933,(732) 524-6456,jjcorp@brighthorizons.com,0 - 13 years,162.0
Middlesex,12JOH0001,Child Care Center,John Kenney Child Care Center/Heller Park,211 Mill Rd,Edison,08837,(732) 287-4888,rmartin@hellerparkchildcare.org,0 - 6 years,108.0
Middlesex,12JAM0001,Child Care Center,James Madison Elementary School - ABC,838 New Dover Road,Edison,08820,(732) 248-7482,jfircha@edisonnj.org,6 - 13 years,125.0
Middlesex,12IEX0001,Child Care Center,"i Excel Child Care, LLC",158-160 Jefferson Street,Perth Amboy,08861,(732) 826-1239,info@iexcelchildcare.com,2 1/2 - 13 years,120.0
Middlesex,12HER0001,Child Care Center,Herbert Hoover Middle School-Y.A.P.,174 Jackson Ave,Edison,08837,(732) 248-7310,cdale@edisonnj.gov,6 - 13 years,60.0
Middlesex,12HEL0002,Child Care Center,Helping Hands N.S.,1059 Amboy Avenue,Edison,08837,(732) 225-4432,pthhschools@aol.com,0 - 13 years,99.0
Middlesex,12HAZ0001,Child Care Center,Parents Choice Day Care,79 Route 516,Old Bridge,08857,(732) 257-2230,info@parentschoicedaycares.com,0 - 13 years,28.0
Middlesex,12HAR0004,Child Care Center,Harborview Child Care Center,45 Market Street,Perth Amboy,08861,(732) 442-7190,Rita.MacNeill@ymcaofmewsa.org,0 - 13 years,60.0
Middlesex,12HAR0002,Child Care Center,Harry C. Williams CCC/Metuchen-Edison YMCA,65 High Street,Metuchen,08840,(732) 548-2044,natalie.cox@ymcaofmewsa.org,2 1/2 - 13 years,175.0
Middlesex,12GRA0001,Child Care Center,Grace Early Learning Center,600 New Brunswick Ave,Perth Amboy,08861,(732) 442-4199,Shanae.clarke@ymcaofmewsa.org,0 - 13 years,49.0
Middlesex,12GOO0002,Child Care Center,"Good Day Preschool & Kindergarten, LLC",7 West Lakewood Ave,Milltown,08850,(732) 246-2352,gooddaypreschool@gmail.com,0 - 13 years,125.0
Middlesex,12GOO0001,Child Care Center,Good Shepherd Children's Center,3139 County Rd  516,Old Bridge,08857,(732) 679-8887,director@gs4nj.org,2 1/2 - 13 years,150.0
Middlesex,12GOD0009,Child Care Center,The Goddard School,1480 Englishtown Road,Old Bridge,08857,(732) 416-9600,oldbridge2nj@goddardschools.com,0 - 13 years,135.0
Middlesex,12GOD0007,Child Care Center,"JAG Childcare Services, Inc D/B/A The Goddard School",1846 Us Route 1,North Brunswick,08902,(732) 951-9200,northbrunswicknj@goddardschools.com,0 - 13 years,140.0
Middlesex,12GOD0005,Child Care Center,The Goddard School,300 Belchase Drive,Matawan,07747,(732) 441-3500,oldbridge1nj@goddardschools.com,0 - 13 years,121.0
Middlesex,12GOD0004,Child Care Center,The Goddard School,206 Summerhill Road,Spotswood,08884,(732) 723-0900,spotswoodnj@goddardschools.com,0 - 13 years,120.0
Middlesex,12GOD0003,Child Care Center,The Goddard School of Woodbridge,400 Gill Lane,Iselin,08830,(732) 283-0090,dwoodbridgenj@goddardschools.com,0 - 13 years,147.0
Middlesex,12GOD0001,Child Care Center,The Goddard School,376 S. Randolphville Road,Piscataway,08854,(732) 981-1133,dpiscatawaynj@goddardschools.com,0 - 13 years,153.0
Middlesex,12GAR0001,Child Care Center,Garden Friends,3018 Bordentown Ave,Parlin,08859,(732) 721-2620,gardenfriends@verizon.net,0 - 13 years,107.0
Middlesex,12FIR0004,Child Care Center,Montessori Matters Preschool Inc.,111 Suttons Lane,Piscatway,08854,(732) 317-8955,cynthia.gianna@montessorimattersnj.com,0 - 13 years,112.0
Middlesex,12EDI0005,Child Care Center,Edison Branch Childcare Center,1775 Oak Tree Road,Edison,08820,(732) 494-3232,jennifer.guthlein@ymcaofmewsa.org,0 - 13 years,157.0
Middlesex,12EDG0001,Child Care Center,Edgar Child Care Center,150 Lake Ave,Metuchen,08840,(732) 632-8633,jeanna.kim@ymcaofmewsa.org,0 - 6 years,60.0
Middlesex,12EAS0002,Child Care Center,East Brunswick Jewish Center,511 Ryders Lane,East Brunswick,08816,(732) 257-7070,Lperel@ebjc.org,2 1/2 - 6 years,59.0
Middlesex,12EAR0006,Child Care Center,Kingdom Kidz of Piscataway,600 Roosevelt Avenue,Piscataway,08854,(732) 626-5959,kingdomkidzpiscataway@gmail.com,0 - 13 years,167.0
Middlesex,12DOU0001,Child Care Center,Rutgers Psychology Child Development Center,26 Nichol Avenue,New Brunswick,08901,(848) 932-8881,jennifer.manuola@rutgers.edu,0 - 6 years,39.0
Middlesex,12DAY0001,Child Care Center,DaySpring Child Care Center,130 Whitman Avenue,Metuchen,08840,(732) 549-1020,ds@metuchenag.org,2 1/2 - 6 years,82.0
Middlesex,12CRO0001,Child Care Center,Crossroads Early Learning Center,114 Old Stage Road,East Brunswick,08816,(732) 251-3221,crossroadsdir@gmail.com,0 - 13 years,100.0
Middlesex,12CRE0009,Child Care Center,Stanworth School,9 Stanworth Road,Kendall Park,08824,(732) 821-0064,info@stanworthschool.com,0 - 13 years,60.0
Middlesex,12CRE0008,Child Care Center,Creative Kids Academy,1615 Clinton Avenue,South Plainfield,07080,(908) 753-4477,drinaldi@creativekidsacademy.org,0 - 6 years,75.0
Middlesex,12CRE0002,Child Care Center,Creative Children's Academy. Inc.,303 Old Georges Road,North Brunswick,08902,(732) 821-1010,karina_srulevich@hotmail.com,0 - 13 years,60.0
Middlesex,12CRA0001,Child Care Center,Cranbury Presbyterian Nursery School,22 S Main Street,Cranbury,08512,(609) 655-8663,cpnscranburyschool@gmail.com,2 1/2 - 6 years,46.0
Middlesex,12COO0003,Child Care Center,Cooper Elementary School,160 Birchwood Drive,Cliffwood Beach,07735,(732) 721-5600,afterschool@oldbridge.com,6 - 13 years,30.0
Middlesex,12COM0002,Child Care Center,Community Covenant Day Care Center,22 Laurence Parkway,Laurence Harbor,08879,(732) 566-6877,churchdaycare@juno.com,0 - 13 years,30.0
Middlesex,12COM0001,Child Care Center,Community Nursery School,270 Woodbridge Ave,Metuchen,08840,(732) 491-2240,cns@fpcweb.org,2 1/2 - 6 years,146.0
Middlesex,12CIV0001,Child Care Center,Paul Robeson School,199 Paul Robeson Boulevard,New Brunswick,08901,(732) 247-9066,julissap@civicleague.com,6 - 13 years,90.0
Middlesex,12CHI0019,Child Care Center,Children's Center for Learning of South Amboy,148 North Broadway,South Amboy,08879,(732) 727-7373,cclofsa@optonline.net,0 - 13 years,71.0
Middlesex,12CHI0016,Child Care Center,Kids First Montessori,143 New Road,Monmouth Junction,08852,(732) 940-7888,Kidsfirstmontessori@yahoo.com,2 1/2 - 13 years,45.0
Middlesex,12CHI0014,Child Care Center,Children's House Montessori School,417 Montgomery Street,Highland Park,08904,(732) 545-4997,info@childrenshouse-montessori.net,2 1/2 - 13 years,60.0
Middlesex,12CHI0011,Child Care Center,Precious Gems Montessori,10 Jersey Avenue,Metuchen,08840,(732) 635-1300,pgms.info@gmail.com,0 - 13 years,45.0
Middlesex,12CHI0002,Child Care Center,Learning Bridge Academy,46A W Ferris Street,East Brunswick,08816,(848) 466-0360,learningbridgeacademyllc@gmail.com,0 - 13 years,132.0
Middlesex,12CAN0003,Child Care Center,Candyland Child Learning Center,776 Inman Avenue,Colonia,07067,(732) 499-4400,candylandcolonia@gmail.com,0 - 13 years,56.0
Middlesex,12CAN0002,Child Care Center,Candy Land Academy,80 Tingley Lane,Edison,08820,(908) 226-8300,ccaputo0304@yahoo.com,2 1/2 - 13 years,47.0
Middlesex,12CAN0001,Child Care Center,"Candyland, Inc.",698 King Georges Road,Fords,08863,(732) 738-4555,candylandfords@yahoo.com,2 1/2 - 13 years,41.0
Middlesex,12CAM0001,Child Care Center,"Campus Kids (CAC Childcare Ctr., Inc.)",247 Somerset Street,New Brunswick,08901,(732) 545-6681,campuskidscac@live.com,2 1/2 - 13 years,30.0
Middlesex,12CAL0001,Child Care Center,Calico Cat Nursery School,90 Leonardine Avenue,South River,08882,(732) 254-2276,calicocatpreschool@gmail.com,2 1/2 - 6 years,54.0
Middlesex,12BRI0004,Child Care Center,Bright Beginnings Preschool at the JCC,1775 Oak Tree Road,Edison,08820,(732) 494-3232,jslover@jccmc.org,2 1/2 - 13 years,108.0
Middlesex,12BRI0001,Child Care Center,"Bright Star Day Care, Inc.",1176-78 Roosevelt Avenue,Carteret,07008,(732) 969-9690,Brightstar.daycare@yahoo.com,0 - 13 years,55.0
Middlesex,12BIG0006,Child Care Center,Big Hugs Childcare & Development Center LLC,255 Old New Brunswick Road,Piscataway,08854,(732) 981-1001,bighugspiscataway@gmail.com,0 - 13 years,80.0
Middlesex,12BIG0005,Child Care Center,Big Hugs LLC Daycare/Preschool,619 Union Avenue,Middlesex,08846,(732) 764-0020,bighugs6128@gmail.com,0 - 13 years,124.0
Middlesex,12BIG0003,Child Care Center,Big Apple Day School,162 Summerhill Road,East Brunswick,08816,(732) 432-0760,Bigappleacademynj@gmail.com,0 - 6 years,58.0
Middlesex,12BIG0001,Child Care Center,Hop to It,1 Michael Lane,Monroe,08831,(732) 251-2111,mnmpartnow@optonline.net,2 1/2 - 13 years,45.0
Middlesex,12BEN0001,Child Care Center,Benjamin Franklin Elementary School - ABC,2485 Woodbridge Avenue,Edison,08817,(732) 248-7481,cdale@edisonnj.gov,6 - 13 years,73.0
Middlesex,12ASM0001,Child Care Center,A Small World,810 Hamilton Blvd,South Plainfield,07080,(908) 754-5400,asmallworldpreschool@gmail.com,2 1/2 - 13 years,44.0
Middlesex,12ALP0005,Child Care Center,Alphabet Academy,186 Inman Avenue,Colonia,07067,(732) 381-8323,mipalo1981@aol.com,2 1/2 - 13 years,45.0
Middlesex,12ALP0003,Child Care Center,Alphabet Kidz of Middlesex,205 Union Avenue,Middlesex,08846,(732) 469-1133,205abckidz@gmail.com,0 - 13 years,82.0
Middlesex,12ALL0003,Child Care Center,Alan B. Shepard Elementary School Before & After Care,33 Bushnell Road,Old Bridge,08857,(732) 721-5600,afterschool@oldbridge.com,6 - 13 years,60.0
Middlesex,12ABR0001,Child Care Center,KidStart Learning Center,1440 How Lane,North Brunswick,08902,(732) 448-0400,drakes@kidstartlearning.com,0 - 13 years,69.0
Middlesex,12ABC0001,Child Care Center,"ABC-123, Inc.",320 Ridge Road,Dayton,08810,(732) 438-0863,patrickgdp@comcast.net,0 - 6 years,30.0
Middlesex,121200619,Child Care Center,Woodbridge Branch YMCA School 1,275 Mawbrey Street,Woodbridge,07095,(732) 340-9465,heidi.robbins@ymcaofmewsa.org,6 - 13 years,45.0
Middlesex,121200443,Child Care Center,Play Learn and Care,288 Livingston Avenue,New Brunswick,08901,(732) 220-0806,playlearnandcare@yahoo.com,2 1/2 - 13 years,29.0
Middlesex,121000159,Child Care Center,Discovery Christian Montessori School,1125 Inman Avenue,Edison,08820,(732) 372-4955,admin@discoverycm.com,0 - 13 years,90.0
Middlesex,121000065,Child Care Center,Lincoln Youth Services System,66 Bartlett Street,New Brunswick,08901,(732) 745-5300,cierra_mcghee@nbpsnj.net,6 - 13 years,180.0
Middlesex,120900165,Child Care Center,Livingston School Youth System,206 Delavan Street,New Brunswick,08901,(732) 745-5300,yss@cityofnewbrunswick.org,6 - 13 years,178.0
Middlesex,120800214,Child Care Center,Precious Little Butterflies,2050 Woodbridge Avenue,Edison,08817,(848) 235-8411,preciousbutterflieschildcare@gmail.com,2 1/2 - 13 years,42.0
Middlesex,120800143,Child Care Center,Lafayette Estates School #25,Fords Avenue,Fords,08863,(732) 902-1726,heidi.robbins@ymcaofmewsa.org,6 - 13 years,92.0
Middlesex,120300257,Child Care Center,Children's World Academy,616 Main Street,Woodbridge,07095,(732) 218-8981,dirwoodbridge@cwacademy.com,0 - 13 years,198.0
Middlesex,120300256,Child Care Center,The Learning Experience,1624 Stelton Road,Piscataway,08854,(732) 777-7320,piscataway@tlechildcare.com,0 - 13 years,180.0
Middlesex,120200155,Child Care Center,"Rainbow Academy-Renaissance, LLC. DBA Lightbridge Academy-Renaissance",2701 US Highway 130,North Brunswick,08902,(732) 821-3950,renaissance@lightbridgeacademy.com,0 - 13 years,180.0
Middlesex,120100268,Child Care Center,My World Child Care,495 Avenel Street,Avenel,07001,(908) 421-1092,myworldchildcenter@gmail.com,0 - 13 years,58.0
Middlesex,11HAR0003,Child Care Center,The Harmony School at Princeton Forrestal Village,1 Merwick Road,Princeton,08540,(609) 799-4411,director.harmony@cadence-academy.com,0 - 13 years,156.0
"Provider 
County",License Number,Provider Type,Provider Name,Provider Address 1,Provider City,"Provider Zip 
Code","Provider Phone 
Number",Provider Email Address,Ages Served,
Middlesex,111000017,Child Care Center,Mandarin Academy of Metuchen,20A & 24 Jersey Avenue,Metuchen,08840,(732) 372-7188,mam.info.18@gmail.com,6 - 13 years,65.0
Middlesex,110900232,Child Care Center,My Very Own School,835 Lincoln Boulevard,Middlesex,08846,(732) 271-8989,dwalker03@gmail.com,2 1/2 - 13 years,45.0
Middlesex,110700087,Child Care Center,Busy Little Hands Christian Montessori School,572 Ryders Lane,East Brunswick,08816,(732) 387-2750,busylittlehandscm@gmail.com,2 1/2 - 6 years,27.0
Middlesex,110400168,Child Care Center,The Learning Experience,3754 Route 1 North,Monmouth Junction,08852,(732) 422-7400,monmouthjct@tlechildcare.com,0 - 13 years,180.0
Middlesex,110100018,Child Care Center,Peas in a Pod Play 'n Learn,474 Inman Avenue,Colonia,07067,(732) 397-0360,argenzianod325@gmail.com,2 1/2 - 13 years,82.0
Middlesex,100800138,Child Care Center,Hatikvah Before and After Care,7 Lexington Avenue,East Brunswick,08816,(732) 565-2410,robin.s.kessler@gmail.com,6 - 13 years,100.0
Middlesex,100800137,Child Care Center,Woodbridge Branch Y School #18 SACC Program,Indiana Avenue,Iselin,08830,(732) 340-9622,heidi.robbins@ymcaofmewsa.org,6 - 13 years,30.0
Middlesex,100800136,Child Care Center,Woodbridge Branch Y School #26 SACC Program,300 Benjamin Avenue,Iselin,08830,(732) 340-9622,heidi.robbins@ymcaofmewsa.org,6 - 13 years,30.0
Middlesex,100800055,Child Care Center,Children First Montessori School,35 Lincoln Place,North Brunswick,08902,(732) 940-1100,cfmontessori.us@gmail.com,2 1/2 - 13 years,53.0
Middlesex,100600115,Child Care Center,I Can Kids Child Care and Learning Center,806 Route Us 1,Edison,08817,(732) 662-9381,julie@icankidschildcare.com,0 - 13 years,90.0
Middlesex,091200153,Child Care Center,Little Einstein's Academy,334 Plainfield Avenue,Edison,08817,(732) 985-4700,leacademynj@gmail.com,0 - 13 years,49.0
Middlesex,091100040,Child Care Center,The Sapling School,3080 Route 27,Kendall Park,08824,(732) 297-8400,divya@thesaplingschool.com,0 - 13 years,180.0
Middlesex,090900112,Child Care Center,Above and Beyond Child Care,201 South 3rd Avenue,Highland Park,08904,(732) 545-5437,director@aboveandbeyondkids.com,0 - 13 years,88.0
Middlesex,090800283,Child Care Center,Edmund Hmieleski Jr. Early Childhood Center,925 Amboy Avenue,Perth Amboy,08861,(732) 442-3632,mramirez@rbaymca.org,2 1/2 - 6 years,60.0
Middlesex,090800282,Child Care Center,Ignacio Cruz Early Childhood Center,601 Cortlandt Street,Perth Amboy,08861,(732) 442-3632,mramirez@rbaymca.org,2 1/2 - 6 years,180.0
Middlesex,090800173,Child Care Center,Kiddy Campus Learning Center,1709 Route 130,North Brunswick,08902,(609) 905-7214,syedsajjadjafry@gmail.com,0 - 6 years,60.0
Middlesex,090600052,Child Care Center,The Learning Experience,347 Old Georges Road,North Brunswick,08902,(732) 422-8000,northbrunswick@tlechildcare.com,0 - 13 years,151.0
Middlesex,090100251,Child Care Center,The Learning Experience,2650 Woodbridge Avenue,Edison,08837,(732) 494-7151,edison@tlechildcare.com,0 - 13 years,239.0
Middlesex,090100010,Child Care Center,St. Anthony Study Hall,436 Port Reading Avenue,Port Reading,07064,(732) 634-6800,studyhalldirector@gmail.com,2 1/2 - 13 years,100.0
Middlesex,081100168,Child Care Center,"Children of America-East Brunswick, LLC",130 Summerhill Road,East Brunswick,08816,(732) 390-1175,coaeastbrunswicknj@childrenofamerica.com,0 - 13 years,165.0
Middlesex,081000076,Child Care Center,Lord Stirling Community School,101 Redmond Street,New Brunswick,08901,(732) 247-9066,julissap@civicleague.com,6 - 13 years,110.0
Middlesex,080900388,Child Care Center,New Brunswick Middle School,1125 Livingston Ave,New Brunswick,08901,(732) 745-5300,julissap@civicleague.com,6 - 13 years,100.0
Middlesex,080900146,Child Care Center,"Matawan Montessori Academy, LLC",432 Route 34,Matawan,07747,(732) 970-4670,matawanmontessori@gmail.com,0 - 13 years,121.0
Middlesex,080800162,Child Care Center,Acelero Learning - South Amboy,310 Augusta Street,South Amboy,08879,(732) 316-8409,nherbst@acelero.net,2 1/2 - 6 years,460.0
Middlesex,080300036,Child Care Center,The Learning Experience,405 Route 18 South,East Brunswick,08816,(732) 432-7605,eastbrunswick@tlechildcare.com,0 - 13 years,143.0
Middlesex,071100096,Child Care Center,"Callicorp, LLC",24-30 Hillside Avenue,Metuchen,08840,(732) 248-4142,fotfmetuchen@gmail.com,0 - 13 years,109.0
Middlesex,070900199,Child Care Center,"Little Genius Academy of Edison, LLC",38 Vineyard Road,Edison,08817,(732) 248-6106,carrie.davis@inspirededucation.net,0 - 13 years,225.0
Middlesex,070704659,Child Care Center,KinderCare Learning Center of South Brunswick,15 Stouts Lane,Monmouth Junction,08852,(732) 274-1435,SouthBrunswick@KinderCare.com,0 - 13 years,128.0
Middlesex,070704628,Child Care Center,PRAB Parent Infant Care Center (PIC-C),1000 Somerset Street,New Brunswick,08901,(732) 745-5300,aaguirre@prab.org,0 - 6 years,30.0
Monmouth,CCC129530,Child Care Center,Boys & Girls Clubs of Monmouth County - APSD Middle School,1200 Bangs Ave,Asbury Park,07712,(732) 775-7862,daniel@bgcmonmouth.org,6 - 13 years,100.0
Monmouth,CCC129211,Child Care Center,Magen Abot Yeshivah,67 Monmouth Road,Oakhurst,07755,(732) 200-2249,office@magenabot.org,0 - 6 years,60.0
Monmouth,CCC129172,Child Care Center,Howell Police Athletic League Aldrich School Center,615 Aldrich Road,Howell,07731,(731) 919-2825,info@howellpal.org,6 - 13 years,60.0
Monmouth,CCC128803,Child Care Center,Yeshivat Ahavat Yisrael,185 State Highway 36,West Long Branch,07764,(732) 285-4043,office@ahavatyisrael.com,0 - 6 years,75.0
Monmouth,CCC128596,Child Care Center,Matawan Aberdeen Middle School Y-Kids,469 Matawan Avenue,Cliffwood,07721,(732) 566-9266,lwoznica@ymcanj.org,6 - 13 years,30.0
Monmouth,CCC128571,Child Care Center,Marlboro Elementary Y-Kids,100 School Road W,Marboro,07746,(732) 566-9266,lwoznica@ymcanj.org,6 - 13 years,60.0
Monmouth,CCC128417,Child Care Center,Defino Central Y-Kids,175 Hwy 79,Marlboro,07748,(732) 566-9266,lwoznica@ymcanj.org,6 - 13 years,60.0
Monmouth,CCC128360,Child Care Center,Robertsville Y-Kids,36 Menzel Lane,Morganville,07751,(732) 566-9266,lwoznica@ymcanj.org,6 - 13 years,60.0
Monmouth,CCC128350,Child Care Center,Frank J Dugan Y-Kids,48 Topanemus Road,Marlboro,07746,(732) 566-9266,lwoznica@ymcanj.org,6 - 13 years,60.0
Monmouth,CCC128349,Child Care Center,David C Abbott Y-Kids,171 Tennent Road,Morganville,07751,(732) 566-9266,lwoznica@ymcanj.org,2 1/2 - 6 years,30.0
Monmouth,CCC128348,Child Care Center,Asher Holmes Y-Kids,48 Menzel Lane,Morganville,07751,(732) 566-9266,lwoznica@ymcanj.org,6 - 13 years,60.0
Monmouth,CCC128343,Child Care Center,AlphaBEST at Newell Elementary School,27 High Street,Allentown,08501,(703) 656-6443,kshah-pillai@alphabest.org,2 1/2 - 13 years,100.0
Monmouth,CCC128092,Child Care Center,Howell Police Athletic League Memorial School Center,485 Adelphia Road,Freehold,07728,(731) 919-2825,info@howellpal.org,6 - 13 years,60.0
Monmouth,CCC128091,Child Care Center,Howell Police Athletic League Newbury School Center,179 Newbury Road,Howell,07731,(731) 919-2825,info@howellpal.org,2 1/2 - 6 years,60.0
Monmouth,CCC127561,Child Care Center,Boys & Girls Clubs of Monmouth County - Thurgood Elementary Unit,600 Monroe Ave,Asbury Park,07712,(732) 775-7862,daniel@bgcmonmouth.org,6 - 13 years,180.0
Monmouth,CCC127482,Child Care Center,Boys & Girls Clubs of Monmouth County - Bradley Elementary Unit,1100 3rd Ave,Asbury Park,07712,(732) 775-7862,daniel@bgcmonmouth.org,6 - 13 years,180.0
Monmouth,CCC127357,Child Care Center,Lafayette Mills Y-Kids,66 Maxwell Lane,Manalapan,07726,(732) 566-9266,lwoznica@ymcanj.org,6 - 13 years,60.0
Monmouth,CCC123621,Child Care Center,The Tot Lot Daycare & Preschool Center LLC,215 Middle Road,Hazlet,07730,(732) 820-6694,thetotlotdc@gmail.com,0 - 13 years,75.0
Monmouth,CCC123151,Child Care Center,THE 21ST CENTURY LEARNING GROUP,142 Dewitt Avenue,Asbury Park,07712,(201) 995-3082,thelearninggroup21@gmail.com,2 1/2 - 13 years,39.0
Monmouth,CCC123120,Child Care Center,Interfaith Neighbors Early Childhood Learning Center,302 Atkins Avenue,Asbury Park,07712,(732) 890-3128,lindae@interfaithneighbors.org,0 - 6 years,45.0
Monmouth,CCC122920,Child Care Center,Bloom Academy LLC,350 Pond Road,Freehold,07728,(917) 327-9962,info@bloomacademynj.com,0 - 6 years,133.0
Monmouth,CCC122549,Child Care Center,Stepping Stones Learning Center Inc,340 Route 9 North,Marlboro,07726,(732) 791-8151,Steppingstonesmarlboro@gmail.com,0 - 13 years,60.0
Monmouth,CCC121982,Child Care Center,KCE Champions LLC at Belmar Elementary,1101 Main Street,Belmar,07719,(609) 664-7388,aleonardi@discoverchampions.com,2 1/2 - 13 years,71.0
Monmouth,CCC121185,Child Care Center,St Catharine Preschool,108 Middletown Road,Holmdel,07733,(732) 933-0013,sdebrigard@stcatharine.net,2 1/2 - 6 years,90.0
Monmouth,CCC121177,Child Care Center,Cambridge Y-Kids,1 Crest Way,Aberdeen,07747,(732) 566-9266,lwoznica@ymcanj.org,2 1/2 - 6 years,115.0
Monmouth,CCC121066,Child Care Center,Right at School at Woodrow Wilson,210 W Sylvania Ave,Neptune City,07753,(732) 351-9691,carlos.fontanez@rightatschool.com,2 1/2 - 13 years,190.0
Monmouth,CCC120864,Child Care Center,Howell Police Athletic League Middle School South Center,1 Kuzminski Way,Howell,07731,(732) 919-2825,info@howellpal.org,6 - 13 years,300.0
Monmouth,CCC120863,Child Care Center,Howell Police Athletic League Middle School North Center,501 Squankum Yellowbrook Road,Farmingdale,07727,(732) 919-2825,info@howellpal.org,6 - 13 years,300.0
Monmouth,CCC120711,Child Care Center,Dahlia Montessori,535 Main St,Allenhurst,07711,(732) 508-7944,info@dahliamontessorinj.org,2 1/2 - 6 years,30.0
Monmouth,CCC120643,Child Care Center,Playpointe,65 Kent Road,Howell,07731,(732) 788-5750,admin@sparkpreschoolnj.com,0 - 6 years,163.0
Monmouth,CCC119926,Child Care Center,Boys & Girls Clubs of Monmouth County - Long Branch Unit,231 Wilbur Ray Ave,Long Branch,07740,(732) 775-7862,daniel@bgcmonmouth.org,6 - 13 years,135.0
Monmouth,CCC119925,Child Care Center,Boys & Girls Clubs of Monmouth County - Neptune Unit,3455 W Bangs Ave,Neptune,07753,(732) 775-7862,daniel@bgcmonmouth.org,6 - 13 years,110.0
Monmouth,CCC119343,Child Care Center,KCE Champions LLC @ Wolf Hill Elementary School,29 Wolfhill Ave,Oceanport,07757,(732) 894-6197,jacarretta@discoverchampions.com,2 1/2 - 13 years,130.0
Monmouth,CCC119090,Child Care Center,The Salvation Army,180 Newman Springs Road,Red Bank,07701,(732) 747-1626,Orlando.Santos@use.salvationarmy.org,6 - 13 years,46.0
Monmouth,CCC118776,Child Care Center,Conover Primary Y-Kids,56 Conover Road,Colts Neck,07722,(732) 566-9266,lwoznica@ymcanj.org,2 1/2 - 13 years,60.0
